gene	TE
Zm00001d007428	RLX16974Zm00001d00001
Zm00001d007427	DHH00002Zm00001d01841
Zm00001d007428	DHH00002Zm00001d01842
Zm00001d007443	DHH02046Zm00001d00001
Zm00001d007452	DHH00002Zm00001d07354
Zm00001d007453	DHH00002Zm00001d07354
Zm00001d007461	DHH00001Zm00001d01932
Zm00001d007483	RLG04707Zm00001d00001
Zm00001d007492	RLG00008Zm00001d02550
Zm00001d007499	RLC00002Zm00001d14746
Zm00001d007505	DHH00002Zm00001d07360
Zm00001d007516	RLC00004Zm00001d11312
Zm00001d007521	DHH00002Zm00001d07361
Zm00001d007531	RLX18806Zm00001d00001
Zm00001d007535	RLG01471Zm00001d00003
Zm00001d007536	RLG01471Zm00001d00003
Zm00001d007538	RLG01471Zm00001d00003
Zm00001d007540	RLG01471Zm00001d00003
Zm00001d007541	RLG01471Zm00001d00003
Zm00001d007537	RLG01471Zm00001d00003
Zm00001d007540	RLC02249Zm00001d00001
Zm00001d007541	RLC02249Zm00001d00001
Zm00001d007542	RLX17931Zm00001d00001
Zm00001d007543	RLX17931Zm00001d00001
Zm00001d007542	RLC00127Zm00001d00009
Zm00001d007543	RLC00127Zm00001d00009
Zm00001d007550	DHH00002Zm00001d01850
Zm00001d007589	RLX03104Zm00001d00002
Zm00001d007595	DHH00002Zm00001d07374
Zm00001d007620	RLX12613Zm00001d00001
Zm00001d007618	RLX12613Zm00001d00001
Zm00001d007623	RLX12613Zm00001d00001
Zm00001d007634	RLC00278Zm00001d00008
Zm00001d007635	RLC00278Zm00001d00008
Zm00001d007635	RLC01350Zm00001d00004
Zm00001d007637	DHH00002Zm00001d01858
Zm00001d007662	RLX12611Zm00001d00001
Zm00001d007665	RLX23370Zm00001d00001
Zm00001d007664	RLX23370Zm00001d00001
Zm00001d007666	RLX12610Zm00001d00001
Zm00001d007667	RLX12610Zm00001d00001
Zm00001d007669	RLX12610Zm00001d00001
Zm00001d007670	RLC20170Zm00001d00001
Zm00001d007672	RLC20170Zm00001d00001
Zm00001d007685	DHH00002Zm00001d01864
Zm00001d007694	DHH00002Zm00001d07381
Zm00001d007695	DHH00002Zm00001d07381
Zm00001d007701	RLC00002Zm00001d13942
Zm00001d007702	RLG00001Zm00001d16067
Zm00001d007702	DHH00005Zm00001d02542
Zm00001d007705	DHH00032Zm00001d00010
Zm00001d007715	RLC00086Zm00001d00049
Zm00001d007716	RLC00086Zm00001d00049
Zm00001d007726	RLC00067Zm00001d00024
Zm00001d007727	RLC00067Zm00001d00024
Zm00001d007728	RLC00067Zm00001d00024
Zm00001d007753	DHH02039Zm00001d00001
Zm00001d007756	RLC18288Zm00001d00001
Zm00001d007756	RLG00329Zm00001d00009
Zm00001d007756	RLG00001Zm00001d15404
Zm00001d007756	DHH00002Zm00001d01868
Zm00001d007780	RLC00015Zm00001d00731
Zm00001d007787	DHH02251Zm00001d00001
Zm00001d007805	DHH00002Zm00001d07391
Zm00001d007811	RLX18287Zm00001d00001
Zm00001d007813	RLX18287Zm00001d00001
Zm00001d007814	RLX18287Zm00001d00001
Zm00001d007814	DHH00002Zm00001d01875
Zm00001d007846	DHH02035Zm00001d00001
Zm00001d007856	DHH00002Zm00001d01877
Zm00001d007874	DHH00002Zm00001d01879
Zm00001d007875	DHH00002Zm00001d01879
Zm00001d007888	RLC00126Zm00001d00031
Zm00001d007922	DHH00002Zm00001d07400
Zm00001d007957	RLX18803Zm00001d00001
Zm00001d007963	DHH00002Zm00001d01883
Zm00001d007964	DHH00002Zm00001d01883
Zm00001d039288	DHH00002Zm00001d07407
Zm00001d039289	DHH00002Zm00001d07407
Zm00001d039358	DHH00002Zm00001d01892
Zm00001d039357	DHH00002Zm00001d01892
Zm00001d039373	DHH00002Zm00001d01893
Zm00001d039405	RLC00014Zm00001d00965
Zm00001d039405	RLC00002Zm00001d10950
Zm00001d039418	DHH00002Zm00001d07414
Zm00001d039420	RLX12562Zm00001d00001
Zm00001d039421	DHH00392Zm00001d00002
Zm00001d039491	RLX12558Zm00001d00001
Zm00001d039504	DHH00002Zm00001d01898
Zm00001d039511	RLX17518Zm00001d00001
Zm00001d039511	RLX17542Zm00001d00001
Zm00001d039538	RLX12550Zm00001d00001
Zm00001d039540	RLC00444Zm00001d00008
Zm00001d039546	DHH00002Zm00001d07427
Zm00001d039559	DHH00002Zm00001d01910
Zm00001d039571	RLX18938Zm00001d00001
Zm00001d039572	RLX18938Zm00001d00001
Zm00001d039573	RLX18938Zm00001d00001
Zm00001d039571	RLG24208Zm00001d00001
Zm00001d039572	RLX20546Zm00001d00001
Zm00001d039601	DHH00002Zm00001d07433
Zm00001d039603	RLX12547Zm00001d00001
Zm00001d039602	RLX12547Zm00001d00001
Zm00001d039622	RLG00003Zm00001d11671
Zm00001d039640	DHH00002Zm00001d01916
Zm00001d039665	RIL00002Zm00001d00002
Zm00001d039684	DHH00002Zm00001d01921
Zm00001d039695	RLC00068Zm00001d00053
Zm00001d039699	DHH00002Zm00001d01922
Zm00001d039721	DHH00002Zm00001d07443
Zm00001d039730	RLX18337Zm00001d00001
Zm00001d039741	DHH00019Zm00001d00165
Zm00001d039742	DHH00019Zm00001d00165
Zm00001d039773	DHH00002Zm00001d01929
Zm00001d039774	DHH00002Zm00001d01929
Zm00001d039777	DHH00002Zm00001d07446
Zm00001d039778	DHH00002Zm00001d07446
Zm00001d039779	DHH00002Zm00001d07447
Zm00001d039797	DHH00002Zm00001d07449
Zm00001d039810	RLX24195Zm00001d00001
Zm00001d039834	RLX17851Zm00001d00001
Zm00001d039835	RLX17851Zm00001d00001
Zm00001d039836	RLX17851Zm00001d00001
Zm00001d039834	RLX12516Zm00001d00001
Zm00001d039839	DHH00002Zm00001d01939
Zm00001d039849	DHH00002Zm00001d07456
Zm00001d039850	DHH00002Zm00001d07456
Zm00001d039861	DHH00002Zm00001d01949
Zm00001d039876	DHH00002Zm00001d01953
Zm00001d039887	DHH00002Zm00001d07461
Zm00001d039888	DHH00002Zm00001d07461
Zm00001d039889	DHH00002Zm00001d07464
Zm00001d039912	DHH00008Zm00001d00251
Zm00001d039915	DHH00002Zm00001d01957
Zm00001d039956	RLX12493Zm00001d00001
Zm00001d039964	DHH00002Zm00001d01963
Zm00001d039980	DHH00003Zm00001d00934
Zm00001d039998	DHH00002Zm00001d07472
Zm00001d040042	DHH00002Zm00001d01976
Zm00001d040049	RLX20537Zm00001d00001
Zm00001d040049	DHH00002Zm00001d01977
Zm00001d040087	DHH00164Zm00001d00003
Zm00001d040093	DHH00001Zm00001d01996
Zm00001d040102	DHH00002Zm00001d07482
Zm00001d040122	RLG00005Zm00001d03491
Zm00001d040122	DHH00002Zm00001d07483
Zm00001d040141	DHH00002Zm00001d07484
Zm00001d040149	DHH00002Zm00001d01993
Zm00001d040150	DHH00002Zm00001d01993
Zm00001d040187	DHH00002Zm00001d01995
Zm00001d040207	RLX12442Zm00001d00001
Zm00001d040216	DHH00002Zm00001d07494
Zm00001d040217	RLG00003Zm00001d08941
Zm00001d040217	RLX12440Zm00001d00001
Zm00001d040251	RLG00008Zm00001d02422
Zm00001d040251	RLX00671Zm00001d00002
Zm00001d040256	DHH00002Zm00001d02006
Zm00001d040266	DHH00002Zm00001d02011
Zm00001d040287	DHH00002Zm00001d07502
Zm00001d040289	RLG00007Zm00001d03214
Zm00001d040289	DHH00002Zm00001d07503
Zm00001d040299	RLC00002Zm00001d11016
Zm00001d040300	RLC00002Zm00001d11016
Zm00001d040299	RLG00005Zm00001d01175
Zm00001d040306	RIT00001Zm00001d00054
Zm00001d040336	RLC01456Zm00001d00002
Zm00001d040336	RLC00002Zm00001d13688
Zm00001d040350	DHH00002Zm00001d07511
Zm00001d040359	DHH00002Zm00001d07512
Zm00001d040358	DHH00002Zm00001d07512
Zm00001d040369	DHH00002Zm00001d02023
Zm00001d040370	DHH00002Zm00001d02023
Zm00001d040373	RLG17788Zm00001d00001
Zm00001d040385	RLG01570Zm00001d00002
Zm00001d040402	RLX24157Zm00001d00001
Zm00001d040413	RLG00001Zm00001d16074
Zm00001d040414	RLG00001Zm00001d16074
Zm00001d040413	RLG00018Zm00001d00585
Zm00001d040414	RLG00018Zm00001d00585
Zm00001d040417	RLX24156Zm00001d00001
Zm00001d040431	RLG00001Zm00001d15259
Zm00001d040433	DHH00002Zm00001d02035
Zm00001d040434	DHH00002Zm00001d02035
Zm00001d040443	RLG00003Zm00001d12627
Zm00001d040443	RLX12387Zm00001d00001
Zm00001d040474	RLG00005Zm00001d01187
Zm00001d040474	RLX03863Zm00001dS0100
Zm00001d040483	DHH00001Zm00001d07734
Zm00001d040485	DHH00002Zm00001d02039
Zm00001d040489	DHH00002Zm00001d07526
Zm00001d040499	RLG18925Zm00001d00001
Zm00001d040499	RLG00001Zm00001d15261
Zm00001d040500	DHH00002Zm00001d07529
Zm00001d040507	RLX00210Zm00001d00005
Zm00001d040520	DHH00002Zm00001d07531
Zm00001d040537	DHH00002Zm00001d07536
Zm00001d040563	RLC00117Zm00001d00024
Zm00001d040580	DHH00002Zm00001d02053
Zm00001d040590	RLC00498Zm00001d00007
Zm00001d040595	DHH00002Zm00001d07546
Zm00001d040601	RLG24134Zm00001d00001
Zm00001d040602	RLG24134Zm00001d00001
Zm00001d040604	DTA00077Zm00001d00008
Zm00001d040609	RLG00212Zm00001d00005
Zm00001d040618	DHH00002Zm00001d07550
Zm00001d040631	DHH00002Zm00001d07552
Zm00001d040632	DHH00002Zm00001d07552
Zm00001d040635	RLC00986Zm00001d00001
Zm00001d040636	DHH00001Zm00001d02077
Zm00001d040657	DHH00002Zm00001d02066
Zm00001d040673	DHH00002Zm00001d07560
Zm00001d040674	DHH00002Zm00001d07560
Zm00001d040688	RLX18092Zm00001d00001
Zm00001d040706	RLG00001Zm00001d15266
Zm00001d040707	RLG00001Zm00001d15266
Zm00001d040706	RLG00003Zm00001d08987
Zm00001d040707	RLG00003Zm00001d08987
Zm00001d040706	RLG00010Zm00001d00309
Zm00001d040707	RLG00010Zm00001d00309
Zm00001d040738	RLG00397Zm00001d00006
Zm00001d040753	DHH01746Zm00001d00001
Zm00001d040756	RLC00002Zm00001d13701
Zm00001d040756	RLX12247Zm00001d00001
Zm00001d040770	DHH00002Zm00001d07570
Zm00001d040773	RLX17688Zm00001d00001
Zm00001d040781	RIT00001Zm00001d00045
Zm00001d040814	RLG00001Zm00001d15830
Zm00001d040815	RLG00001Zm00001d15830
Zm00001d040816	RLG00001Zm00001d15830
Zm00001d040814	RLG00007Zm00001d02947
Zm00001d040815	RLG00007Zm00001d02947
Zm00001d040816	RLG00007Zm00001d02947
Zm00001d040814	RLX12222Zm00001d00001
Zm00001d040815	RLX12222Zm00001d00001
Zm00001d040816	RLX12222Zm00001d00001
Zm00001d040822	RLC00002Zm00001d11061
Zm00001d040832	RLG00043Zm00001d00076
Zm00001d040832	DHH00001Zm00001d07788
Zm00001d040832	RLG00008Zm00001d00822
Zm00001d040844	RLG00788Zm00001d00002
Zm00001d040847	RLC00004Zm00001d09396
Zm00001d040848	RLG00001Zm00001d13300
Zm00001d040852	RLG00167Zm00001d00005
Zm00001d040874	RLG00003Zm00001d11709
Zm00001d040875	RLG00003Zm00001d11709
Zm00001d040874	RLG00007Zm00001d02299
Zm00001d040875	RLG00007Zm00001d02299
Zm00001d040874	DHH00025Zm00001d00062
Zm00001d040875	DHH00025Zm00001d00062
Zm00001d040876	RLG24084Zm00001d00001
Zm00001d040879	RLG24080Zm00001d00001
Zm00001d040880	RLG24080Zm00001d00001
Zm00001d040895	RLG00006Zm00001d04103
Zm00001d040906	RLX20491Zm00001d00001
Zm00001d040906	RLG00010Zm00001d00889
Zm00001d040910	RLG00378Zm00001d00002
Zm00001d040912	RLG17197Zm00001d00001
Zm00001d040913	RLG00010Zm00001d00890
Zm00001d040913	DHH00001Zm00001d07825
Zm00001d040916	DHH00001Zm00001d02157
Zm00001d040924	RLX02922Zm00001d00002
Zm00001d040939	RLG00227Zm00001d00011
Zm00001d040960	RLX17101Zm00001d00001
Zm00001d040968	RLG00006Zm00001d04113
Zm00001d040972	RLG00024Zm00001d00381
Zm00001d040973	RLX01377Zm00001d00003
Zm00001d040975	RLX04743Zm00001d00001
Zm00001d040979	RLX00820Zm00001d00004
Zm00001d040990	RLX01544Zm00001d00003
Zm00001d040990	RLC00002Zm00001d11072
Zm00001d041013	RLG00005Zm00001d03523
Zm00001d041020	RLX17786Zm00001d00001
Zm00001d041026	DHH00002Zm00001d07601
Zm00001d041045	RLG00010Zm00001d00895
Zm00001d041045	DHH00001Zm00001d07877
Zm00001d041050	RLG00006Zm00001d03163
Zm00001d041051	RLG00006Zm00001d03163
Zm00001d041071	RLX24020Zm00001d00001
Zm00001d041071	DHH00001Zm00001d02233
Zm00001d041086	RLC20465Zm00001d00001
Zm00001d041099	DHH00002Zm00001d07610
Zm00001d041101	RLC02459Zm00001d00002
Zm00001d041103	RLC02459Zm00001d00002
Zm00001d041102	RLC02459Zm00001d00002
Zm00001d041104	RLC02459Zm00001d00002
Zm00001d041103	RLG00005Zm00001d04185
Zm00001d041104	RLG00005Zm00001d04185
Zm00001d041109	RLG04771Zm00001d00002
Zm00001d041129	RLC00022Zm00001d00408
Zm00001d041140	DTT11191Zm00001d00003
Zm00001d041153	RLG24009Zm00001d00001
Zm00001d041174	RLX24007Zm00001d00001
Zm00001d041176	RLG00772Zm00001d00005
Zm00001d041189	RLX14021Zm00001dS0009
Zm00001d041190	RLX14021Zm00001dS0009
Zm00001d041196	RLG00010Zm00001d01220
Zm00001d041196	RLX11953Zm00001d00001
Zm00001d041199	DHH00002Zm00001d02132
Zm00001d041200	DHH00002Zm00001d02132
Zm00001d041222	RLX23992Zm00001d00001
Zm00001d041222	DHH00002Zm00001d07622
Zm00001d041225	RLG00001Zm00001d13383
Zm00001d041225	RLG00028Zm00001d00100
Zm00001d041234	RLG04713Zm00001d00002
Zm00001d041235	RLG04713Zm00001d00002
Zm00001d041234	RLG02824Zm00001d00002
Zm00001d041235	RLG02824Zm00001d00002
Zm00001d041237	DHH00002Zm00001d07625
Zm00001d041238	DHH00002Zm00001d07625
Zm00001d041240	RLC00002Zm00001d03878
Zm00001d041248	RLX14021Zm00001dS0010
Zm00001d041256	RLG00006Zm00001d04054
Zm00001d041257	RLG00006Zm00001d04054
Zm00001d041257	RLX14021Zm00001dS0011
Zm00001d041265	RLX23982Zm00001d00001
Zm00001d041272	DHH00002Zm00001d07630
Zm00001d041283	DHH00002Zm00001d07632
Zm00001d041333	RLC00002Zm00001d15236
Zm00001d041347	DHH01919Zm00001d00001
Zm00001d041358	RLG00211Zm00001d00009
Zm00001d041385	RLC00004Zm00001d11165
Zm00001d041385	RLX23968Zm00001d00001
Zm00001d041389	RLG00001Zm00001d13401
Zm00001d041396	RLX11880Zm00001d00001
Zm00001d041399	RLG00007Zm00001d03249
Zm00001d041421	DHH00002Zm00001d02158
Zm00001d041432	DHH00007Zm00001d00304
Zm00001d041460	DHH00002Zm00001d07649
Zm00001d041508	RLX01666Zm00001d00003
Zm00001d041509	RLX01666Zm00001d00003
Zm00001d041509	DHH00002Zm00001d07657
Zm00001d041521	DHH00001Zm00001d07983
Zm00001d041531	DHH00002Zm00001d02172
Zm00001d041541	RLC00002Zm00001d14958
Zm00001d041551	RLG00001Zm00001d15305
Zm00001d041551	RLG23950Zm00001d00001
Zm00001d041558	RLG00438Zm00001d00006
Zm00001d041559	RLG00438Zm00001d00006
Zm00001d041560	RLG00438Zm00001d00006
Zm00001d041561	RLG00438Zm00001d00006
Zm00001d041563	RLG00438Zm00001d00006
Zm00001d041564	RLG00438Zm00001d00006
Zm00001d041565	RLG00438Zm00001d00006
Zm00001d041558	RLX20428Zm00001d00001
Zm00001d041559	RLX20428Zm00001d00001
Zm00001d041560	RLX20428Zm00001d00001
Zm00001d041561	RLX20428Zm00001d00001
Zm00001d041563	RLX20428Zm00001d00001
Zm00001d041564	RLX20428Zm00001d00001
Zm00001d041565	RLX20428Zm00001d00001
Zm00001d041558	RLX11820Zm00001d00001
Zm00001d041559	RLX11820Zm00001d00001
Zm00001d041560	RLX11820Zm00001d00001
Zm00001d041561	RLX11820Zm00001d00001
Zm00001d041588	RLG00003Zm00001d11724
Zm00001d041588	DHH00002Zm00001d02180
Zm00001d041618	DHH00002Zm00001d02181
Zm00001d041619	DHH00002Zm00001d02181
Zm00001d041639	RLG00006Zm00001d04123
Zm00001d041662	RLG01421Zm00001d00002
Zm00001d041666	DHH00002Zm00001d02186
Zm00001d041670	DHH00001Zm00001d02376
Zm00001d041673	DHH00002Zm00001d07678
Zm00001d041677	RLG01294Zm00001d00003
Zm00001d041742	DHH00002Zm00001d07681
Zm00001d041756	DHH00110Zm00001d00004
Zm00001d041760	DHH00002Zm00001d02194
Zm00001d041805	DHH00002Zm00001d07685
Zm00001d041808	RLG00001Zm00001d15308
Zm00001d041808	DHH00002Zm00001d02202
Zm00001d041810	RLX23927Zm00001d00001
Zm00001d041811	RLX23927Zm00001d00001
Zm00001d041837	DHH00002Zm00001d07686
Zm00001d041838	DHH00002Zm00001d07686
Zm00001d041859	DHH00002Zm00001d02206
Zm00001d041861	DHH00002Zm00001d02207
Zm00001d041865	RLX14021Zm00001dS0012
Zm00001d041887	DHH00002Zm00001d07691
Zm00001d041888	DHH00002Zm00001d07691
Zm00001d041905	RLX20422Zm00001d00001
Zm00001d041925	DTH12607Zm00001d00001
Zm00001d041932	RLG00003Zm00001d09089
Zm00001d041939	RLC00002Zm00001d14962
Zm00001d041975	DHH00002Zm00001d02218
Zm00001d041976	DHH00002Zm00001d02218
Zm00001d041986	RLC00002Zm00001d11145
Zm00001d041996	RLG20415Zm00001d00001
Zm00001d042021	RLG00018Zm00001d00561
Zm00001d042058	RLX01540Zm00001d00003
Zm00001d042077	RLG00001Zm00001d16055
Zm00001d042077	RLC00004Zm00001d11990
Zm00001d042097	DHH00002Zm00001d07706
Zm00001d042139	RLC18888Zm00001d00001
Zm00001d042140	RLC18888Zm00001d00001
Zm00001d042139	RLX02260Zm00001d00001
Zm00001d042154	RLG00001Zm00001d16083
Zm00001d042157	RLX20408Zm00001d00001
Zm00001d042160	RLX11671Zm00001d00001
Zm00001d042163	RLX11670Zm00001d00001
Zm00001d042173	RLG17331Zm00001d00001
Zm00001d042174	RLG17331Zm00001d00001
Zm00001d042175	RLG17331Zm00001d00001
Zm00001d042204	RLX23900Zm00001d00001
Zm00001d042205	RLX23900Zm00001d00001
Zm00001d042218	DHH00002Zm00001d02244
Zm00001d042219	DHH00002Zm00001d02244
Zm00001d042224	DTT00012Zm00001d00372
Zm00001d042254	DHH00002Zm00001d02250
Zm00001d042255	DHH00002Zm00001d07723
Zm00001d042278	DHH00001Zm00001d02437
Zm00001d042323	DHH00002Zm00001d07729
Zm00001d042322	DHH00002Zm00001d07729
Zm00001d042342	DHH00002Zm00001d02266
Zm00001d042356	RLC00002Zm00001d13745
Zm00001d042356	RLC00057Zm00001d00090
Zm00001d042356	RLX11628Zm00001d00001
Zm00001d042356	DHH00002Zm00001d02268
Zm00001d042375	DHH00002Zm00001d02270
Zm00001d042399	RLC00002Zm00001d15115
Zm00001d042403	RLG00021Zm00001d00471
Zm00001d042402	RLG00021Zm00001d00471
Zm00001d042403	RLG00021Zm00001d00399
Zm00001d042402	RLG00021Zm00001d00399
Zm00001d042403	DHH00002Zm00001d02275
Zm00001d042409	RLX23885Zm00001d00001
Zm00001d042411	DHH00002Zm00001d07734
Zm00001d042422	RLG00001Zm00001d15319
Zm00001d042422	RLG00003Zm00001d09136
Zm00001d042430	RLC00116Zm00001d00031
Zm00001d042430	RLC00002Zm00001d13747
Zm00001d042430	RLG23884Zm00001d00001
Zm00001d042489	DHH00002Zm00001d07739
Zm00001d042509	DHH00002Zm00001d02283
Zm00001d042513	RIT00001Zm00001d00134
Zm00001d042514	RLC00002Zm00001d15246
Zm00001d042515	RLC00002Zm00001d15246
Zm00001d042518	RLC00002Zm00001d15246
Zm00001d042516	RLC00002Zm00001d15246
Zm00001d042517	RLC00002Zm00001d15246
Zm00001d042524	DHH00002Zm00001d02284
Zm00001d042539	DHH00002Zm00001d02286
Zm00001d042612	DHH00002Zm00001d02292
Zm00001d042628	DHH00002Zm00001d07749
Zm00001d042630	DHH00002Zm00001d02295
Zm00001d042680	RLG00012Zm00001d00713
Zm00001d042681	DHH00002Zm00001d02299
Zm00001d042689	RLC23867Zm00001d00001
Zm00001d042693	DHH00002Zm00001d02300
Zm00001d042711	DHH00002Zm00001d07758
Zm00001d042773	DHH00002Zm00001d02308
Zm00001d042783	DHH00002Zm00001d07765
Zm00001d042789	RLG00007Zm00001d02956
Zm00001d042791	RLG00007Zm00001d02956
Zm00001d042789	RLX03090Zm00001d00002
Zm00001d042791	RLX03090Zm00001d00002
Zm00001d042799	DHH01859Zm00001d00001
Zm00001d042827	RLC00004Zm00001d12004
Zm00001d042835	DHH00002Zm00001d02316
Zm00001d042852	DHH00002Zm00001d02317
Zm00001d042870	RLC00189Zm00001d00010
Zm00001d042871	DHH00002Zm00001d07771
Zm00001d042881	DHH00002Zm00001d02318
Zm00001d042928	DHH00002Zm00001d02324
Zm00001d042927	DHH00002Zm00001d02324
Zm00001d042952	RLC00002Zm00001d04236
Zm00001d042959	DHH00002Zm00001d02327
Zm00001d042967	DHH00002Zm00001d02329
Zm00001d042982	RLG00003Zm00001d11763
Zm00001d042982	RLC00002Zm00001d04243
Zm00001d042983	DHH00002Zm00001d02330
Zm00001d043001	RLG00011Zm00001d00972
Zm00001d043003	RLG00011Zm00001d00972
Zm00001d043001	RLG00011Zm00001d00367
Zm00001d043003	RLG00011Zm00001d00367
Zm00001d043017	DHH00002Zm00001d07779
Zm00001d043021	DHH00002Zm00001d02333
Zm00001d043051	DHH00002Zm00001d02334
Zm00001d043079	RLC00004Zm00001d11936
Zm00001d043078	RLC00004Zm00001d11936
Zm00001d043079	RLC00002Zm00001d14693
Zm00001d043078	RLC00002Zm00001d14693
Zm00001d043106	DHH00002Zm00001d02342
Zm00001d043105	DHH00002Zm00001d02342
Zm00001d043114	DHH00002Zm00001d07782
Zm00001d043115	DHH00002Zm00001d07782
Zm00001d043122	DHH00002Zm00001d02344
Zm00001d043124	DHH00002Zm00001d02344
Zm00001d043127	DHH00002Zm00001d02346
Zm00001d043148	DHH01846Zm00001d00001
Zm00001d043159	DHH00002Zm00001d02348
Zm00001d043236	DHH00002Zm00001d07791
Zm00001d043237	DHH00002Zm00001d07792
Zm00001d043247	DHH00002Zm00001d02356
Zm00001d043251	DHH00002Zm00001d02357
Zm00001d043260	DHH00002Zm00001d07794
Zm00001d043304	RLC00002Zm00001d14966
Zm00001d043304	RLG00003Zm00001d12439
Zm00001d043304	RLC00004Zm00001d11200
Zm00001d043316	DHH00002Zm00001d02364
Zm00001d043354	RLX11493Zm00001d00001
Zm00001d043362	DHH00002Zm00001d07805
Zm00001d043363	DHH00002Zm00001d07805
Zm00001d043381	DHH00002Zm00001d02372
Zm00001d043394	RLG00216Zm00001d00010
Zm00001d043400	RLX23832Zm00001d00001
Zm00001d043415	DHH00002Zm00001d07806
Zm00001d043467	DHH00002Zm00001d02382
Zm00001d043472	DTX10001Zm00001d02198
Zm00001d043472	RLX14021Zm00001dS0013
Zm00001d043485	DTH12941Zm00001d00001
Zm00001d043495	DHH00002Zm00001d07810
Zm00001d043498	DHH00002Zm00001d07811
Zm00001d043567	DHH00002Zm00001d07813
Zm00001d043568	DHH00002Zm00001d07813
Zm00001d043585	DHH00166Zm00001d00001
Zm00001d043593	DHH00002Zm00001d07815
Zm00001d043604	RLG00167Zm00001d00014
Zm00001d043628	DHH00002Zm00001d02389
Zm00001d043641	RLX11460Zm00001d00001
Zm00001d043643	RLX11460Zm00001d00001
Zm00001d043644	RLX11460Zm00001d00001
Zm00001d043668	RLC00041Zm00001d00193
Zm00001d043668	RLC00002Zm00001d11280
Zm00001d043690	DHH00002Zm00001d02395
Zm00001d043716	RLC02988Zm00001d00002
Zm00001d043739	DHH00002Zm00001d02401
Zm00001d043748	DHH00002Zm00001d02402
Zm00001d043783	DHH00002Zm00001d02405
Zm00001d043791	DHH00002Zm00001d02408
Zm00001d043804	DHH00002Zm00001d02410
Zm00001d043820	RLX11433Zm00001d00001
Zm00001d043821	RLX11433Zm00001d00001
Zm00001d043824	DHH00002Zm00001d02411
Zm00001d043825	DHH00002Zm00001d02411
Zm00001d043881	DHH00002Zm00001d02419
Zm00001d043893	DHH00002Zm00001d02421
Zm00001d043894	DHH00002Zm00001d02421
Zm00001d043896	DHH00002Zm00001d07838
Zm00001d043908	DHH00002Zm00001d07839
Zm00001d043917	RLC00014Zm00001d00859
Zm00001d043917	RLC00016Zm00001d00224
Zm00001d043918	RLG00011Zm00001d00383
Zm00001d043920	RLG00011Zm00001d00383
Zm00001d043918	DHH00002Zm00001d07840
Zm00001d043920	DHH00002Zm00001d07840
Zm00001d043925	RLC00002Zm00001d11298
Zm00001d043924	RLC00002Zm00001d11298
Zm00001d043925	DHH00002Zm00001d07841
Zm00001d043924	DHH00002Zm00001d07841
Zm00001d043930	DHH00002Zm00001d07842
Zm00001d043931	DHH00002Zm00001d07842
Zm00001d043949	DHH00002Zm00001d02428
Zm00001d044002	DHH00002Zm00001d07847
Zm00001d044001	DHH00002Zm00001d07847
Zm00001d044007	RLX23810Zm00001d00001
Zm00001d044011	RLC00004Zm00001d03939
Zm00001d044044	RLX17304Zm00001d00001
Zm00001d044045	RLX17304Zm00001d00001
Zm00001d044152	DHH00002Zm00001d02446
Zm00001d044198	DHH00002Zm00001d02451
Zm00001d044233	RIL00009Zm00001d00011
Zm00001d044239	DHH00002Zm00001d02456
Zm00001d044269	DHH00002Zm00001d02461
Zm00001d044275	RLC03025Zm00001d00002
Zm00001d044286	DHH00002Zm00001d07871
Zm00001d044292	DHH00002Zm00001d07873
Zm00001d044309	DHH00017Zm00001d00186
Zm00001d044311	DHH00002Zm00001d07875
Zm00001d044342	DHH00002Zm00001d07877
Zm00001d044350	RLX23798Zm00001d00001
Zm00001d044359	RLX18873Zm00001d00001
Zm00001d044377	DHH00002Zm00001d07878
Zm00001d044399	RLX23796Zm00001d00001
Zm00001d044400	RLX23796Zm00001d00001
Zm00001d044401	RLX23796Zm00001d00001
Zm00001d044406	DHH00002Zm00001d07880
Zm00001d044439	RLX02694Zm00001d00002
Zm00001d044439	RLC00004Zm00001d04010
Zm00001d044449	DHH00002Zm00001d07886
Zm00001d044450	DHH00002Zm00001d07886
Zm00001d044521	RLC00256Zm00001d00014
Zm00001d044522	RLC00256Zm00001d00014
Zm00001d044523	RLC00256Zm00001d00014
Zm00001d044545	DHH00002Zm00001d02495
Zm00001d044543	DHH00002Zm00001d02495
Zm00001d044550	RLG20376Zm00001d00001
Zm00001d044550	RLG11340Zm00001d00001
Zm00001d044556	DHH00002Zm00001d07897
Zm00001d044557	DHH00002Zm00001d07897
Zm00001d044558	DHH00002Zm00001d07897
Zm00001d044668	DHH00002Zm00001d02505
Zm00001d044706	DHH00001Zm00001d08152
Zm00001d044708	DHH01791Zm00001d00001
Zm00001d048578	RLX17768Zm00001d00001
Zm00001d048596	DHH00002Zm00001d02509
Zm00001d048597	DHH00002Zm00001d02509
Zm00001d048635	RLG00043Zm00001d00033
Zm00001d048635	DHH00001Zm00001d02587
Zm00001d048642	DHH00002Zm00001d07913
Zm00001d048646	DHH00002Zm00001d02512
Zm00001d048712	DHH00002Zm00001d02518
Zm00001d048738	RLG00003Zm00001d12035
Zm00001d048743	DHH00002Zm00001d02523
Zm00001d048748	RLX19982Zm00001d00001
Zm00001d048747	RLX19982Zm00001d00001
Zm00001d048747	DHH00002Zm00001d07921
Zm00001d048757	RLX11292Zm00001d00001
Zm00001d048758	DHH00003Zm00001d01159
